"Uf","IBGE","Municipio","CNES","Estabelecimento","INE","Sigla da equipe","Populaçao"
"MS","500370","DOURADOS","2711095","UNIDADE BASICA DE SAUDE TAKEO TAKIMOTO OURO VERDE","0000441899","eSF","4254"
"MS","500430","IGUATEMI","2482592","UNIDADE DE SAUDE DA FAMILIA VILA OPERARIA","0000442410","eSF","3567"
"MS","500320","CORUMBÁ","6564070","UNIDADE BASICA DE SAUDE ANGELICA ANACHE","0000441295","eSF","3683"
"MS","500370","DOURADOS","2711079","UNIDADE BASICA DE SAUDE JARDIM PIRATININGA","0000441872","eSF","3767"
"MS","500370","DOURADOS","2711117","UNIDADE BASICA DE SAUDE MOTOHIDE HIRAISHI MARACANA","0000441945","eSF","4520"
"MS","500370","DOURADOS","5592615","UNIDADE BASICA DE SAUDE DR JOAQUIM LOURENCO FILHO","0000442135","eSF","4208"
"MS","500400","GLÓRIA DE DOURADOS","2558718","ESF COHAB","0000442356","eSF","1700"
"MS","500060","AMAMBAI","2611961","UNIDADE DE SAUDE DA FAMILIA VILA GLORIA","0000437727","eSF","3145"
"MS","500110","AQUIDAUANA","7525877","UNIDADE DE SAUDE DA FAMILIA MODESTO PEREIRA","0001536605","eSF","1272"
"MS","500770","SETE QUEDAS","7679114","EQUIPE DE ATENCAO BASICA PRESIONAL DE SETE QUEDAS","0001575805","eAPP","0"
"MS","500830","TRÊS LAGOAS","3453766","USF CHACARA ELDORADO","0002283093","-","1071"
"MS","500270","CAMPO GRANDE","0010154","SESAU UBS DR ASTROGILDO CARMONA CARLOTA","0000439029","-","4263"
"MS","500270","CAMPO GRANDE","0024430","SESAU USF DR GERMANO BARROS DE SOUZA UNIVERSITARIO","0000439711","-","2746"
"MS","500270","CAMPO GRANDE","0024430","SESAU USF DR GERMANO BARROS DE SOUZA UNIVERSITARIO","0000439681","-","3096"
"MS","500260","CAMAPUÃ","6375014","UNIDADE DE SAUDE DA FAMILIA III CENTRAL","0001605992","eAPP","3"
"MS","500620","NOVA ANDRADINA","2371316","CENTRO DE ESPECIALIDADES MEDICAS TIYOKAIO OSHIRO","0002313715","eAP","0"
"MS","500270","CAMPO GRANDE","0010170","SESAU UBS DR VESPASIANO BARBOSA MARTINS VILA POPULAR","0000439088","-","2738"
"MS","500370","DOURADOS","9261982","UNIDADE BASICA DE SAUDE PRISIONAL PED","0002227770","eAPP","78"
"MS","500470","IVINHEMA","4115139","UNIDADE BASICA DE SAUDE DO BAIRRO TRIGUENA","0002305488","-","20"
"MS","500270","CAMPO GRANDE","0024465","SESAU UBS ENG ARTHUR HOKAMA DONA NETA GUANANDI","0000439819","-","3449"
"MS","500370","DOURADOS","2711109","UNIDADE BASICA DE SAUDE BIANOR ALVES DA SILVA SELETA","0001713701","-","3309"
"MS","500370","DOURADOS","2710870","UNIDADE BASICA DE SAUDE MARLUCIA ARAUJO LUPINETTI","0000441767","-","3379"
"MS","500210","BELA VISTA","6507050","ESF DR THYRSON LOUREIRO DE ALMEIDA","0001546333","eAPP","13"
"MS","500630","PARANAÍBA","6178774","UNIDADE DE SAUDE DO SISTEMA PRISIONAL","0000443816","eAPP","497"
"MS","500270","CAMPO GRANDE","0540978","CENTRO PENAL AGROINDUSTRIAL GAMELEIRA SEMI ABERTO CPAIG","0002177072","eAPP","637"
"MS","500270","CAMPO GRANDE","7773145","ESTABELECIMENTO PENAL FEMININO IRMA IRMA ZORZI EPFIIZ","0001545248","eAPP","566"
"MS","500370","DOURADOS","0416614","UNIDADE BASICA DE SAUDE PRISIONAL SEMIABERTO MASCULINO","0002140497","eAPP","493"
"MS","500270","CAMPO GRANDE","9518231","ESTAB PENAL DE SEGURANCA MAXIMA JAIR FERREIRA DE CARVALHO","0002222205","eAPP","110"
"MS","500240","CAARAPÓ","2376199","UNIDADE BASICA DE SAUDE FELOMENA ROSA MARTINS","0002242974","eAP","780"
"MS","500270","CAMPO GRANDE","0010324","SESAU USF DR WILLIAN MACKSOUD ESTRELA DO SUL","0000439444","eSF","4368"
"MS","500270","CAMPO GRANDE","0010138","SESAU USF DRA ELEONORA M QUEVEDO SILVIA REGINA","0000438960","eSF","3044"
"MS","500470","IVINHEMA","2371154","EAP OVICTO FERRARI","0000442674","eAP-30h","5730"
"MS","500480","JAPORÃ","2374382","UNIDADE BASICA DE SAUDE DE JAPORA","0000442747","eAP-30h","611"
"MS","500770","SETE QUEDAS","5040434","PSF VILA DAS MARIAS","0000444618","eSF","2930"
"MS","500270","CAMPO GRANDE","0010235","SESAU USF DR MILTON KOJO CHINEN VILA NASSER","0000439223","eSF","2709"
"MS","500270","CAMPO GRANDE","3198278","SESAU USF PAULO COELHO MACHADO","0000440213","eSF","3417"
"MS","500325","COSTA RICA","3182460","UNIDADE DA SAUDE DA FAMILIA CENTRAL","0000441384","eSF","4912"
"MS","500370","DOURADOS","5592593","UNIDADE BASICA DE SAUDE DRA HELENA YOSHIE MORIBE","0000442119","eSF","3641"
"MS","500540","MARACAJU","2470624","UBS ESF DR CLEMENTINO BARROS WANDERLEI","0001468448","eSF","5437"
"MS","500660","PONTA PORÃ","2651521","UNIDADE BASICA DE SAUDE DA FAMILIA NELSON MACHADO DIAS","0000443921","eSF","6070"
"MS","500740","RIO VERDE DE MATO GROSSO","2376997","UNIDADE SAUDE FAMILIA PSF RURAL","0000444367","eSF","1653"
"MS","500270","CAMPO GRANDE","0010332","SESAU USF SAO FRANCISCO","0000439452","eSF","3894"
"MS","500270","CAMPO GRANDE","0021792","SESAU USF DR BENTO DE ASSIS MACHADO ANHANDUI","0000439606","eSF","2964"
"MS","500635","PARANHOS","3005429","PROGRAMA DE SAUDE DA FAMILIA URBANA CENTRO","0000443859","eSF","5259"
"MS","500660","PONTA PORÃ","2651564","CENTRO INTEGRADO DE SAUDE CIS TERTULIANA DE FREITAS","0002225948","eSF","4792"
"MS","500720","RIO BRILHANTE","3085287","ESTRATEGIA SAUDE DA FAMILIA FAUZER SALIBA","0000444243","eSF","4840"
"MS","500769","SÃO GABRIEL DO OESTE","3400964","UNIDADE DE SAUDE DA FAMILIA RURAL VII","0000444537","eSF","2958"
"MS","500800","TERENOS","7015283","ESF JAMIC","0000445002","eSF","2447"
"MS","500830","TRÊS LAGOAS","9615946","UNIDADE DE SAUDE DA FAMILIA NOVO OESTE PASTOR MARCOS ROGERIO","0001655841","eSF","4883"
"MS","500270","CAMPO GRANDE","0024341","SESAU USF EDSON QUINTINO MENDES JARDIM ITAMARACA","0000439657","eSF","2186"
"MS","500500","JARDIM","2376385","PROGRAMA SAUDE DA FAMILIA DR REINALDO DE ARRUDA","0000442828","eSF","4103"
"MS","500515","JUTI","8011419","UNIDADE DE SAUDE DA FAMILIA RURAL JUTI","0000442968","eSF","2325"
"MS","500540","MARACAJU","2646897","UBS NESTOR FERREIRA MUZZI ESF DA FAMILIA MARACAJU","0000443093","eSF","4928"
"MS","500540","MARACAJU","7506481","UBS ESF DR ORESTES ROCHA","0001530704","eSF","2341"
"MS","500570","NAVIRAÍ","8005567","ESF PARAISO I","0000443387","eSF","2551"
"MS","500830","TRÊS LAGOAS","6343864","UNIDADE DE SAUDE DA FAMILIA JARDIM MARISTELA","0000445258","eSF","5080"
"MS","500830","TRÊS LAGOAS","2757117","UNIDADE DE SAUDE DA FAMILIA SANTA RITA","0001691716","eSF","3767"
"MS","500150","BANDEIRANTES","2536447","UBSF CIRO ABDO","0000438375","eSF","2832"
"MS","500260","CAMAPUÃ","2536617","UNIDADE DE SAUDE DA FAMILIA IV CRISTO REDENTOR","0000438863","eSF","2783"
"MS","500270","CAMPO GRANDE","3080021","SESAU USF DR EMILIO GARBELOTI NETO TARUMA","0000440183","eSF","3129"
"MS","500110","AQUIDAUANA","2360225","ESTRATEGIA DE SAUDE DA FAMILIA CAMISAO","0000438170","eSF","1875"
"MS","500110","AQUIDAUANA","7065817","ESTRATEGIA DE SAUDE DA FAMILIA IZAURA BAES","0000438324","eSF","3240"
"MS","500270","CAMPO GRANDE","3311260","SESAU USF PASTOR ELISEU FEITOSA DE ALENCAR SAO CONRADO","0000440299","eSF","3540"
"MS","500270","CAMPO GRANDE","3598209","SESAU USF HERBERTO CALADO REBELO AERO ITALIA","0000440396","eSF","2942"
"MS","500270","CAMPO GRANDE","9443525","SESAU USF BENEDITO MARTINS GONCALVES OLIVEIRA II","0001707892","eSF","2861"
"MS","500270","CAMPO GRANDE","0024457","SESAU USF DR ANTONIO PEREIRA TIRADENTES","0001707949","eSF","2938"
"MS","500270","CAMPO GRANDE","0028789","SESAU USF DR JUDSON TADEU RIBAS MORENINHA III","0001482459","eSF","4334"
"MS","500525","LAGUNA CARAPÃ","7477317","UNIDADE DE SAUDE DA FAMILIA URBANA II","0001522213","eSF","3153"
"MS","500570","NAVIRAÍ","5966523","ESF MARIA DE LOURDES DOS SANTOS","0000443336","eSF","4071"
"MS","500635","PARANHOS","2710587","PROGRAMA DE SAUDE DA FAMILIA URBANO VILA NOVA","0000443824","eSF","3474"
"MS","500660","PONTA PORÃ","2651564","CENTRO INTEGRADO DE SAUDE CIS TERTULIANA DE FREITAS","0002225921","eSF","4239"
"MS","500690","PORTO MURTINHO","3926974","ESF II LUIZ AUGUSTO MIRANDA CODORNIZ","0000444111","eSF","3089"
"MS","500740","RIO VERDE DE MATO GROSSO","2375907","UNIDADE SAUDE FAMILIA DE VILA NOVA","0000444340","eSF","2723"
"MS","500755","SANTA RITA DO PARDO","7456018","ESTRATEGIA DE SAUDE DA FAMILIA NAIR FERNANDES ALVES","0001535226","eSF","2977"
"MS","500800","TERENOS","5337135","ESF VILA JAMIL","0000444979","eSF","4668"
"MS","500800","TERENOS","5529182","ESF SANTA MONICA","0000444995","eSF","1821"
"MS","500830","TRÊS LAGOAS","2757095","UNIDADE DE SAUDE DA FAMILIA MIGUEL NUNES","0000445061","eSF","6551"
"MS","500830","TRÊS LAGOAS","2757141","UNIDADE DE SAUDE DA FAMILIA VILA HARO","0000445169","eSF","3783"
"MS","500270","CAMPO GRANDE","9022007","SESAU USF ANA MARIA DO COUTO","0001644742","eSF","3602"
"MS","500070","ANASTÁCIO","2591499","ESTRATEGIA DE SAUDE DA FAMILIA ANASTACIO","0000437867","eSF","4787"
"MS","500080","ANAURILÂNDIA","2376660","UNIDADE BASICA DE SAUDE DA FAMILIA KASUSIQUE UMADA","0000437921","eSF","2420"
"MS","500830","TRÊS LAGOAS","2757060","UNIDADE DE SAUDE DA FAMILIA INTERLAGOS GABRIEL MARQUES FERNA","0000445029","eSF","3595"
"MS","500210","BELA VISTA","2710692","UNIDADE DE SAUDE DA FAMILIA FIORI MURANO","0000438618","eSF","1152"
"MS","500270","CAMPO GRANDE","0010200","SESAU USF DR HIROSE ADANIA BONANCA","0000439177","eSF","3044"
"MS","500795","TACURU","5683386","UNIDADE BASICA DE SAUDE DA FAMILIA AURELIANO DURE","0001556274","eSF","2297"
"MS","500330","COXIM","0491977","ILDA APARECIDA COMETKI SAO JOSE","0000441511","eSF","3738"
"MS","500330","COXIM","2752549","POLICLINICA LOURDES FONTOURA","0001497871","eSF","4090"
"MS","500370","DOURADOS","2711095","UNIDADE BASICA DE SAUDE TAKEO TAKIMOTO OURO VERDE","0000441880","eSF","4263"
"MS","500370","DOURADOS","5592607","UNIDADE BASICA DE SAUDE LEVY SCHAUSTZ CABECEIRA ALEGRE","0001623125","eSF","3300"
"MS","500320","CORUMBÁ","2591553","UNIDADE BASICA DE SAUDE RURAL MATO GRANDE","0000441244","eSF","1374"
"MS","500490","JARAGUARI","2651467","UNIDADE DE SAUDE FAMILIA I","0000442801","eSF","2742"
"MS","500630","PARANAÍBA","2536412","UNIDADE SAUDE DA FAMILIA DANIEL MARTINS FERREIRA","0000443719","eSF","3077"
"MS","500270","CAMPO GRANDE","3311260","SESAU USF PASTOR ELISEU FEITOSA DE ALENCAR SAO CONRADO","0000440310","eSF","4729"
"MS","500270","CAMPO GRANDE","5672341","SESAU USF DR JOAO MIGUEL BASMAGE ESTRELA DALVA","0000440485","eSF","4204"
"MS","500270","CAMPO GRANDE","2752530","SESAU CF DRA MARCIA DE SA EARP NOVA LIMA","0001674196","eSF","4826"
"MS","500270","CAMPO GRANDE","3005690","SESAU USF JARDIM NOROESTE","0001572601","eSF","4809"
"MS","500270","CAMPO GRANDE","0021652","SESAU USF DR ROGER BUAINAIN ROCHEDINHO","0001605178","eSF","1022"
"MS","500270","CAMPO GRANDE","9443525","SESAU USF BENEDITO MARTINS GONCALVES OLIVEIRA II","0001474561","eSF","4924"
"MS","500320","CORUMBÁ","2376512","UNIDADE BASICA DE SAUDE ENIO CUNHA","0000441139","eSF","3900"
"MS","500325","COSTA RICA","2375788","UNIDADE SAUDE FAMILIA VALE DO AMANHECER","0000441325","eSF","4078"
"MS","500270","CAMPO GRANDE","7096887","SESAU USF DR NELSON TOKUEI SIMABUKURO AERO RANCHO IV","0000440620","eSF","2991"
"MS","500270","CAMPO GRANDE","7108001","SESAU USF DR ELIZABETH WANDERLE TOBARU BOTAFOGO","0000440698","eSF","3729"
"MS","500270","CAMPO GRANDE","9983449","SESAU USF DR CARLOS A JURGIELEWCZ CRISTO REDENTOR","0001697544","eSF","3033"
"MS","500270","CAMPO GRANDE","3005690","SESAU USF JARDIM NOROESTE","0000440043","eSF","5171"
"MS","500270","CAMPO GRANDE","9439919","SESAU USF VILA COX SANTA LUZIA","0001667874","eSF","2442"
"MS","500270","CAMPO GRANDE","6731198","SESAU USF DR FERNANDO DE ARRUDA TORRES JOSE TAVARES","0001644408","eSF","3947"
"MS","500348","DOIS IRMÃOS DO BURITI","2591510","UNIDADE DE SAUDE DA FAMILIA MARCOS FREIRE","0000441589","eSF","2901"
"MS","500370","DOURADOS","3239837","UNIDADE BASICA DE SAUDE ANTONIO DA COSTA CARVALHO","0000442062","eSF","3852"
"MS","500370","DOURADOS","3489159","UNIDADE BASICA DE SAUDE BEM TE VI","0001623052","eSF","3261"
"MS","500280","CARACOL","7500874","ESF IRIA CONCEICAO ALVARENGA MENDES","0001531859","eSF","877"
"MS","500320","CORUMBÁ","2376105","UNIDADE BASICA DE SAUDE BRENO DE MEDEIROS","0000441082","eSF","3588"
"MS","500320","CORUMBÁ","6091458","UNIDADE BASICA DE SAUDE DR HUMBERTO PEREIRA","0000441287","eSF","3908"
"MS","500320","CORUMBÁ","6590209","UNIDADE BASICA DE SAUDE DR PEDRO PAULO DE BARROS","0000441317","eSF","2855"
"MS","500325","COSTA RICA","2559048","UNIDADE DE SAUDE DA FAMILIA SONHO MEU III","0000441376","eSF","4899"
"MS","500330","COXIM","2752573","PSF DR MANUEL GASPAR MANSO PERES","0000441481","eSF","3557"
"MS","500370","DOURADOS","2711001","UNIDADE BASICA DE SAUDE ARINO PEREIRA DE MATTOS","0000441821","eSF","2522"
"MS","500370","DOURADOS","6822924","UNIDADE BASICA DE SAUDE ENF JACI SILVA MARTINS","0000442216","eSF","5033"
"MS","500124","ARAL MOREIRA","2591383","UNIDADE BASICA DE SAUDE CIRILLO ROSSATI","0000438340","eSF","3247"
"MS","500830","TRÊS LAGOAS","9543333","UNIDADE DE SAUDE DA FAMILIA NOVA TRES LAGOAS","0002302969","-","0"
"MS","500270","CAMPO GRANDE","0010189","SESAU UBS DR NICOLAU FRAGELLI LAR DO TRABALHADOR","0000439118","-","3230"
"MS","500270","CAMPO GRANDE","0010154","SESAU UBS DR ASTROGILDO CARMONA CARLOTA","0000439010","-","5022"
"MS","500270","CAMPO GRANDE","0010154","SESAU UBS DR ASTROGILDO CARMONA CARLOTA","0000439037","-","4027"
"MS","500270","CAMPO GRANDE","0024465","SESAU UBS ENG ARTHUR HOKAMA DONA NETA GUANANDI","0000439800","-","3806"
"MS","500370","DOURADOS","2710870","UNIDADE BASICA DE SAUDE MARLUCIA ARAUJO LUPINETTI","0000441740","-","4223"
"MS","500568","MUNDO NOVO","3463567","UNIDADE DE SAUDE DA FAMILIA III","0001549073","eAPP","55"
"MS","500110","AQUIDAUANA","2659670","UNIDADE DE SAUDE DA FAMILIA CIDADE NOVA","0002202840","eAPP","8"
"MS","500060","AMAMBAI","6285147","UNIDADE DE SAUDE PENITENCIARIA DE AMAMBAI","0000437751","eAPP","339"
"MS","500240","CAARAPÓ","2376202","UNIDADE BASICA DE SAUDE IDALIA ROSA DE JESUS","0002242907","eAP","862"
"MS","500830","TRÊS LAGOAS","2757060","UNIDADE DE SAUDE DA FAMILIA INTERLAGOS GABRIEL MARQUES FERNA","0002220229","eCR","177"
"MS","500627","PARAÍSO DAS ÁGUAS","7191561","ESF ARISTOTELES GARCIA VIDA","0002278227","eAPP","29"
"MS","500690","PORTO MURTINHO","3926974","ESF II LUIZ AUGUSTO MIRANDA CODORNIZ","0002215632","eAPP","9"
"MS","500568","MUNDO NOVO","7417705","ESF RURAL PEDRO RAMALHO","0001521314","eSF","1010"
"MS","500370","DOURADOS","9837663","UBS DR LUIZ CARLOS SIEBERT","0001686232","eSF","1285"
"MS","500345","DEODÁPOLIS","2558556","ESTRATEGIA DE SAUDE DA FAMILIA PROFESSORA JUVELINA","0002309572","eSF","10"
"MS","500460","ITAQUIRAÍ","2558645","UNIDADE DE SAUDE DA FAMILIA DE ITAQUIRAI","0000442593","eSF","6434"
"MS","500270","CAMPO GRANDE","0024430","SESAU USF DR GERMANO BARROS DE SOUZA UNIVERSITARIO","0000439703","eSF","5709"
"MS","500270","CAMPO GRANDE","3080021","SESAU USF DR EMILIO GARBELOTI NETO TARUMA","0001482335","eSF","2401"
"MS","500270","CAMPO GRANDE","7108001","SESAU USF DR ELIZABETH WANDERLE TOBARU BOTAFOGO","0000440736","eSF","3583"
"MS","500320","CORUMBÁ","2376148","UNIDADE BASICA DE SAUDE FERNANDO MOUTINHO","0000441104","eSF","3810"
"MS","500320","CORUMBÁ","2536676","UNIDADE BASICA DE SAUDE ROSIMEIRE DOS SANTOS AJALA","0000441155","eSF","3351"
"MS","500320","CORUMBÁ","2591553","UNIDADE BASICA DE SAUDE RURAL MATO GRANDE","0001547518","eSF","958"
"MS","500380","FÁTIMA DO SUL","2558467","ESTRATEGIA SAUDE DA FAMILIA JARDIM BRASILANDIA","0000472271","eSF","2621"
"MS","500540","MARACAJU","2470640","CENTRO DE ESPECIALIDADE E ESF OLIVIO FERREIRA DE LIMA","0000443077","eSF","2850"
"MS","500560","MIRANDA","7072600","ESF VITORIO VEDOVATO","0000443220","eSF","2959"
"MS","500600","NOVA ALVORADA DO SUL","7419589","UNIDADE BASICA DE SAUDE JOSE ALBERTO GUEDES","0002185415","eSF","3051"
"MS","500620","NOVA ANDRADINA","2612070","ESF VILA OPERARIA","0000443581","eSF","3945"
"MS","500690","PORTO MURTINHO","0093165","UNIDADE BASICA DE SAUDE JAMIL ELEONOR GARCIA","0002217082","eSF","1584"
"MS","500640","PEDRO GOMES","2376970","UNIDADE SAUDE DA FAMILIA VILA MARCELINO","0000443875","eSF","2857"
"MS","500660","PONTA PORÃ","6384587","UNIDADE BASICA DESAUDE DA FAMILIA DR CARLOS AUGUSTO PISSINI","0000444081","eSF","2278"
"MS","500635","PARANHOS","2710595","PROGRAMA SAUDE DA FAMILIA RURAL","0000443840","eSF","1137"
"MS","500780","SELVÍRIA","2371111","UNIDADE BASICA DE SAUDE CELIO MOURA DA SILVA","0000444642","eSF","4704"
"MS","500790","SIDROLÂNDIA","3959198","PSF DO JARDIM CASCATINHA II","0000444774","eSF","4208"
"MS","500070","ANASTÁCIO","2599406","ESTRATEGIA DE SAUDE DA FAMILIA MONJOLINHO","0000437875","eSF","1518"
"MS","500090","ANTÔNIO JOÃO","2710617","ESF BRUM DE OLIVEIRA","0000438022","eSF","3152"
"MS","500110","AQUIDAUANA","5601010","UNIDADE DE SAUDE DA FAMILIA BAIRRO ALTO","0000438251","eSF","3343"
"MS","500110","AQUIDAUANA","6310834","ESTRATEGIA DE SAUDE DA FAMILIA CIPOLANDIA","0000438294","eSF","1644"
"MS","500190","BATAGUASSU","5498147","UNIDADE DE SAUDE PSF RURAL","0000438413","eSF","1170"
"MS","500220","BONITO","2710757","UNIDADE SAUDE DA FAMILIA VILA DONARIA","0000438677","eSF","5353"
"MS","500230","BRASILÂNDIA","2710730","UNIDADE SAUDE DA FAMILIA II DR ANDRE PUCCINELLI","0000438766","eSF","3401"
"MS","500450","ITAPORÃ","7261179","UNIDADE DE SAUDE DA FAMILIA JARDIM SAO BENTO","0001474553","eSF","3802"
"MS","500270","CAMPO GRANDE","0010316","SESAU USF DR VICENTE FRAGELLI CIDADE MORENA","0000439401","eSF","3296"
"MS","500270","CAMPO GRANDE","0010421","SESAU USF DRA MARLY ANNA TATTON BERG G PEREIRA MARABA","0000439568","eSF","4978"
"MS","500270","CAMPO GRANDE","0024457","SESAU USF DR ANTONIO PEREIRA TIRADENTES","0000439797","eSF","1890"
"MS","500540","MARACAJU","6784992","UBS ESF JOAO LEOPOLDO KOCH NETTO","0000443166","eSF","5698"
"MS","500580","NIOAQUE","5058686","UNIDADE DE SAUDE DA FAMILIA PALMEIRA COLONIA NOVA MARIA OL","0000443433","eSF","624"
"MS","500627","PARAÍSO DAS ÁGUAS","7191561","ESF ARISTOTELES GARCIA VIDA","0000443662","eSF","4257"
"MS","500660","PONTA PORÃ","5971918","UNIDADE BASICA DE SAUDE DA FAMILIA ANDERSON LUIZ M GODOY","0000444057","eSF","6732"
"MS","500660","PONTA PORÃ","9387919","UNIDADE BASICA DA FAMILIA DRA NISLAINE COLMAN BENITES","0001638343","eSF","4908"
"MS","500720","RIO BRILHANTE","6727042","ESTRATEGIA SAUDE DA FAMILIA CELINA MARTINS JALAD XIV","0000444294","eSF","7762"
"MS","500730","RIO NEGRO","2376903","UNIDADE SAUDE DA FAMILIA DE RIO NEGRO","0000444316","eSF","3477"
"MS","500769","SÃO GABRIEL DO OESTE","2370980","UNIDADE DE SAUDE DA FAMILIA JARDIM GRAMADO I","0000444499","eSF","3669"
"MS","500630","PARANAÍBA","3050343","UNIDADE SAUDE DA FAMILIA DRA ANNA LYGIA M COELHO","0000443794","eSF","4485"
"MS","500830","TRÊS LAGOAS","2757117","UNIDADE DE SAUDE DA FAMILIA SANTA RITA","0000445126","eSF","3467"
"MS","500830","TRÊS LAGOAS","2757141","UNIDADE DE SAUDE DA FAMILIA VILA HARO","0000445185","eSF","3548"
"MS","500830","TRÊS LAGOAS","2757133","UNIDADE DE SAUDE DA FAMILIA VILA ALEGRE","0001629573","eSF","4289"
"MS","500220","BONITO","2376369","UNIDADE DE SAUDE DE FAMILIA RINCAO BONITO","0000438669","eSF","3954"
"MS","500240","CAARAPÓ","3488381","ESTRATEGIA DE SAUDE DA FAMILIA VALDEMAR FERREIRA MUZZI","0000438812","eSF","5545"
"MS","500150","BANDEIRANTES","2536439","UBSF GEDEAO NOGUEIRA DA ROCHA","0000438367","eSF","4077"
"MS","500270","CAMPO GRANDE","0010332","SESAU USF SAO FRANCISCO","0000439460","eSF","3582"
"MS","500270","CAMPO GRANDE","0028851","SESAU USF ALFREDO NEDER COOPHAVILA II","0000440019","eSF","2514"
"MS","500270","CAMPO GRANDE","3080021","SESAU USF DR EMILIO GARBELOTI NETO TARUMA","0000440205","eSF","2643"
"MS","500020","ÁGUA CLARA","3989372","UBSF MARIA DO CARMO DA SILVA MARIA","0000437654","eSF","3972"
"MS","500200","BATAYPORÃ","5435196","ESTRATEGIA DE SAUDE DA FAMILIA ANORINDA MARCELINA","0000438529","eSF","3929"
"MS","500270","CAMPO GRANDE","5672341","SESAU USF DR JOAO MIGUEL BASMAGE ESTRELA DALVA","0000440493","eSF","3655"
"MS","500270","CAMPO GRANDE","6731198","SESAU USF DR FERNANDO DE ARRUDA TORRES JOSE TAVARES","0000440582","eSF","3454"
"MS","500270","CAMPO GRANDE","9983406","SESAU USF DR EDGAR PEDRO RAUPP SPERB ARNALDO","0001698168","eSF","4785"
"MS","500525","LAGUNA CARAPÃ","2482541","UNIDADE DE SAUDE DA FAMILIA URBANA","0000443050","eSF","2931"
"MS","500660","PONTA PORÃ","9003479","UNIDADE BASICA DE SAUDE DA FAMILIA ZENEIDA TERRA DE SIQUEIRA","0000443948","eSF","5033"
"MS","500660","PONTA PORÃ","2651556","UNIDADE BASICA DE SAUDE DA FAMILIA LAR GERALDO GARCIA","0000443956","eSF","3835"
"MS","500720","RIO BRILHANTE","7323093","ESTRATEGIA SAUDE DA FAMILIA BRILHANTE","0001484737","eSF","3715"
"MS","500740","RIO VERDE DE MATO GROSSO","2374412","UNIDADE SAUDE DA FAMILIA DA NOVA RIO VERDE","0000444332","eSF","3156"
"MS","500793","SONORA","7441126","UNIDADE DE SAUDE DA FAMILIA VISTA DO LAGO","0001519697","eSF","3195"
"MS","500830","TRÊS LAGOAS","2757125","UNIDADE DE SAUDE DA FAMILIA SANTO ANDRE","0000445142","eSF","5206"
"MS","500290","CASSILÂNDIA","2375753","UNIDADE BASICA DE SAUDE JOAO ALBINO CARDOSO","0000440884","eSF","3726"
"MS","500060","AMAMBAI","2559455","UNIDADE DE SAUDE DA FAMILIA VILA VILARINHO","0000437700","eSF","3927"
"MS","500070","ANASTÁCIO","6989438","ESTRATEGIA DE SAUDE DA FAMILIA ALTOS DA CIDADE","0000437905","eSF","2242"
"MS","500100","APARECIDA DO TABOADO","2676699","ESF VILA SAO JERONIMO","0000438073","eSF","4113"
"MS","500100","APARECIDA DO TABOADO","3684539","ESF JARDIM DO LAGO","0000438103","eSF","4601"
"MS","500240","CAARAPÓ","2376210","ESTRATEGIA DE SAUDE DA FAMILIA DE CAARAPO","0000438790","eSF","3802"
"MS","500270","CAMPO GRANDE","0010294","SESAU USF DR ELIAS NASSER NETO JOSE ABRAO","0000439347","eSF","3179"
"MS","500270","CAMPO GRANDE","0010340","SESAU USF DR WALFRIDO AZAMBUJA ALVES PEREIRA","0000439479","eSF","3301"
"MS","500270","CAMPO GRANDE","3051358","SESAU USF DR WAGNER JOSE BORTOTTO GARCIA MARIO COVAS","0000440094","eSF","3238"
"MS","500270","CAMPO GRANDE","5672341","SESAU USF DR JOAO MIGUEL BASMAGE ESTRELA DALVA","0000440477","eSF","3609"
"MS","500345","DEODÁPOLIS","8005575","ESTRATEGIA DE SAUDE DA FAMILIA CENTRO","0000441562","eSF","3952"
"MS","500500","JARDIM","5597951","PROGRAMA SAUDE DA FAMILIA DR ANTONIO LUIZ COIMBRA GRUBERT","0000442879","eSF","4676"
"MS","500570","NAVIRAÍ","3126013","ESF BOA VISTA","0000443298","eSF","3692"
"MS","500620","NOVA ANDRADINA","2612054","ESF NOVA CASA VERDE","0000443565","eSF","5071"
"MS","500630","PARANAÍBA","3050238","UNIDADE SAUDE DA FAMILIA SANTANA","0000443727","eSF","4724"
"MS","500270","CAMPO GRANDE","3051358","SESAU USF DR WAGNER JOSE BORTOTTO GARCIA MARIO COVAS","0000440116","eSF","3908"
"MS","500270","CAMPO GRANDE","7108052","SESAU USF DR NELSON ASSEF BUAINAIN JARDIM ANTARTICA","0000440752","eSF","3143"
"MS","500270","CAMPO GRANDE","0028851","SESAU USF ALFREDO NEDER COOPHAVILA II","0001706535","eSF","3680"
"MS","500270","CAMPO GRANDE","0024457","SESAU USF DR ANTONIO PEREIRA TIRADENTES","0000439770","eSF","2661"
"MS","500270","CAMPO GRANDE","0028851","SESAU USF ALFREDO NEDER COOPHAVILA II","0000439991","eSF","3750"
"MS","500790","SIDROLÂNDIA","2370883","CENTRO DE SAUDE DE SIDROLANDIA","0000444715","eSF","7906"
"MS","500270","CAMPO GRANDE","5506158","SESAU CF DR MAURO R BARROS WANDERLEY IRACY COELHO","0001482793","eSF","3853"
"MS","500315","CORONEL SAPUCAIA","2603462","UNIDADE BASICA DE SAUDE MOISES VITORIO BORTOLAZO","0000441031","eSF","4302"
